سيدنا ادم عليه السلام
سيدنا زكريا عليه السلام
سيدنا أيوب عليه السلام
سيدنا سليمان عليه السلام
سيدنا ابراهيم عليه السلام
سيدنا داوود عليه السلام
سيدنا عيسي عليه السلام
سيدنا موسي عليه السلام
سيدنا يونس عليه السلام
